#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam83_1 informativeMask=1 randSeed=-7409505745118864838
#*** LG = 1 likelihood = -627.7295
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig82546	7356	21.433	0.000	( 0 )
Contig70171	19188	21.433	0.000	( 0 )
Contig46586	13113	21.433	0.000	( 0 )
Contig3300	43301	21.433	0.000	( 0 )
Contig3300	43575	21.433	0.000	( 0 )
Contig141918	4970	21.433	0.000	( 0 )
Contig82546	8894	21.433	0.000	( 0 )
Contig42085	4266	21.433	0.000	( 0 )
Contig5008	25322	21.433	0.000	( 0 )
Contig51893	146173	21.433	0.000	( 0 )
Contig62849	1133	21.433	0.000	( 0 )
Contig2299	1427	21.433	0.000	( 0 )
Contig3300	44158	21.433	0.000	( 0 )
Contig44062	18272	21.433	0.000	( 0 )
Contig82546	7054	21.433	0.000	( 0 )
Contig46464	36165	21.433	0.000	( 0 )
Contig3300	42859	21.433	0.000	( 0 )
Contig82546	9189	21.433	0.000	( 0 )
Contig3300	43766	21.433	0.000	( 0 )
Contig65887	54557	23.814	0.000	( 0 )
Contig1084	58503	31.328	0.000	( 0 )
Contig7214	20939	31.328	0.000	( 0 )
Contig42285	10157	31.328	0.000	( 0 )
Contig42285	29081	31.328	0.000	( 0 )
Contig42285	35152	31.328	0.000	( 0 )
Contig42285	35140	31.328	0.000	( 0 )
Contig50165	66666	36.210	0.000	( 0 )
Contig110558	18672	36.210	0.000	( 0 )
Contig50304	46620	36.210	0.000	( 0 )
Contig50304	46439	36.210	0.000	( 0 )
Contig50304	46729	36.210	0.000	( 0 )
Contig50304	46592	36.210	0.000	( 0 )
Contig38275	102856	36.210	0.000	( 0 )
Contig50304	46499	36.210	0.000	( 0 )
Contig38275	102698	36.210	0.000	( 0 )
Contig18559	3781	36.210	0.000	( 0 )
Contig38275	102683	36.210	0.000	( 0 )
Contig38275	18088	36.210	0.000	( 0 )
Contig50304	46588	36.210	0.000	( 0 )
Contig50165	66631	36.210	0.000	( 0 )
Contig50304	46509	36.210	0.000	( 0 )
Contig65781	1048	41.092	0.000	( 0 )
Contig39952	13028	41.092	0.000	( 0 )
Contig40305	181046	41.092	0.000	( 0 )
Contig39952	11248	41.092	0.000	( 0 )
Contig39952	12041	41.092	0.000	( 0 )
Contig39952	9416	41.092	0.000	( 0 )
Contig39952	9451	41.092	0.000	( 0 )
Contig39952	107321	41.092	0.000	( 0 )
Contig48118	5110	41.092	0.000	( 0 )
Contig38683	70031	41.092	0.000	( 0 )
Contig39952	10267	41.092	0.000	( 0 )
Contig65781	1049	41.092	0.000	( 0 )
Contig48118	5909	41.092	0.000	( 0 )
Contig39952	11861	41.092	0.000	( 0 )
Contig6548	71576	41.092	0.000	( 0 )
Contig39952	10301	41.092	0.000	( 0 )
Contig39952	12336	41.092	0.000	( 0 )
Contig38683	43230	41.092	0.000	( 0 )
Contig38683	69832	41.092	0.000	( 0 )
Contig39952	12236	41.092	0.000	( 0 )
Contig39952	9268	41.092	0.000	( 0 )
Contig48118	5201	41.092	0.000	( 0 )
Contig39952	9335	41.092	0.000	( 0 )
Contig6548	71396	41.092	0.000	( 0 )
Contig39952	9557	41.092	0.000	( 0 )
Contig39952	10156	41.092	0.000	( 0 )
Contig48118	5775	41.092	0.000	( 0 )
Contig38683	69810	41.092	0.000	( 0 )
Contig39952	9299	41.092	0.000	( 0 )
Contig38683	43266	41.092	0.000	( 0 )
Contig39952	11650	41.092	0.000	( 0 )
Contig38683	69923	41.092	0.000	( 0 )
Contig6548	71612	41.092	0.000	( 0 )
Contig39952	12215	41.092	0.000	( 0 )
Contig39952	12347	41.092	0.000	( 0 )
Contig39952	9898	41.092	0.000	( 0 )
Contig60652	8932	45.974	0.000	( 0 )
Contig43701	52197	45.974	0.000	( 0 )
Contig43701	52305	45.974	0.000	( 0 )
Contig575	41133	48.355	0.000	( 0 )
Contig575	41052	48.355	0.000	( 0 )
Contig575	40950	48.355	0.000	( 0 )
Contig39405	60540	48.355	0.000	( 0 )
Contig39405	60682	48.355	0.000	( 0 )
Contig39405	83625	48.355	0.000	( 0 )
Contig49459	1960	50.737	0.000	( 0 )
Contig43885	41067	50.737	0.000	( 0 )
Contig43885	41174	50.737	0.000	( 0 )
Contig44212	20586	55.619	0.000	( 0 )
Contig49637	8879	55.619	0.000	( 0 )
Contig5881	46941	55.619	0.000	( 0 )
Contig5881	46882	55.619	0.000	( 0 )
Contig5881	46885	55.619	0.000	( 0 )
Contig5881	46869	55.619	0.000	( 0 )
Contig5755	79188	60.501	0.000	( 0 )
Contig57232	7917	60.501	0.000	( 0 )
Contig48335	133146	60.501	0.000	( 0 )
Contig48335	90220	60.501	0.000	( 0 )
Contig48335	90165	60.501	0.000	( 0 )
Contig5755	79189	60.501	0.000	( 0 )
Contig48335	90207	60.501	0.000	( 0 )
Contig5755	79190	60.501	0.000	( 0 )
Contig70835	62800	62.882	0.000	( 0 )
Contig64548	3520	62.882	0.000	( 0 )
Contig42435	42353	62.882	0.000	( 0 )
Contig62391	44337	62.882	0.000	( 0 )
Contig62391	44406	62.882	0.000	( 0 )
Contig41410	13837	62.882	0.000	( 0 )
Contig62391	44252	62.882	0.000	( 0 )
Contig41410	13905	62.882	0.000	( 0 )
Contig41410	13904	62.882	0.000	( 0 )
Contig1301	8727	62.882	0.000	( 0 )
Contig70835	62801	62.882	0.000	( 0 )
Contig64548	3682	62.882	0.000	( 0 )
Contig41410	13941	62.882	0.000	( 0 )
Contig41410	13893	62.882	0.000	( 0 )
Contig42435	42278	62.882	0.000	( 0 )
Contig70835	62819	62.882	0.000	( 0 )
Contig62391	44215	62.882	0.000	( 0 )
Contig42435	42517	62.882	0.000	( 0 )
