#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam81_1 informativeMask=1 randSeed=-8166000925173585379
#*** LG = 1 likelihood = -172.6156
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig130	16767	42.890	0.000	( 0 )
Contig43298	13878	42.890	0.000	( 0 )
Contig6386	2421	42.890	0.000	( 0 )
Contig2969	93983	42.890	0.000	( 0 )
Contig39476	6890	42.890	0.000	( 0 )
Contig1079	35122	42.890	0.000	( 0 )
Contig112312	15957	42.890	0.000	( 0 )
Contig2620	39272	42.890	0.000	( 0 )
Contig65875	51630	42.890	0.000	( 0 )
Contig130	25533	42.890	0.000	( 0 )
Contig39476	7044	42.890	0.000	( 0 )
Contig49576	73888	42.890	0.000	( 0 )
Contig41579	49036	42.890	0.000	( 0 )
Contig51827	38540	42.890	0.000	( 0 )
Contig56970	51479	42.890	0.000	( 0 )
Contig41623	89176	42.890	0.000	( 0 )
Contig39132	165271	42.890	0.000	( 0 )
Contig60345	45334	42.890	0.000	( 0 )
Contig49629	13117	42.890	0.000	( 0 )
Contig39132	72238	42.890	0.000	( 0 )
Contig60345	45313	47.655	0.000	( 0 )
Contig60345	45201	47.655	0.000	( 0 )
