#java OrderMarkers2 map=Litt_map_LOD18_JS.txt data=- chromosome=1 numThreads=10 outputPhasedData=0 families=fam92_2 informativeMask=2 randSeed=2707994634865461539
#*** LG = 1 likelihood = -607.1963
#marker_number	male_position	female_position	( 0.0 )[	phased data]
Contig64501	48676	0.000	10.002	( 0 )
Contig41196	799	0.000	10.002	( 0 )
Contig41196	739	0.000	10.002	( 0 )
Contig5509	35870	0.000	10.002	( 0 )
Contig64501	48830	0.000	10.002	( 0 )
Contig2299	1427	0.000	10.002	( 0 )
Contig40643	10788	0.000	10.002	( 0 )
Contig40643	9928	0.000	10.002	( 0 )
Contig40643	10004	0.000	10.002	( 0 )
Contig5509	35776	0.000	10.002	( 0 )
Contig42285	35152	0.000	12.503	( 0 )
Contig42285	29081	0.000	12.503	( 0 )
Contig42285	10157	0.000	12.503	( 0 )
Contig110558	18681	0.000	15.003	( 0 )
Contig18559	3781	0.000	15.003	( 0 )
Contig38275	18157	0.000	15.003	( 0 )
Contig80054	54648	0.000	15.003	( 0 )
Contig50304	46478	0.000	15.003	( 0 )
Contig80054	54649	0.000	15.003	( 0 )
Contig50304	46497	0.000	15.003	( 0 )
Contig80054	54520	0.000	15.003	( 0 )
Contig38275	18088	0.000	15.003	( 0 )
Contig1084	24754	0.000	15.003	( 0 )
Contig1084	58460	0.000	15.003	( 0 )
Contig708	102250	0.000	15.003	( 0 )
Contig80054	54667	0.000	15.003	( 0 )
Contig708	102230	0.000	15.003	( 0 )
Contig1084	24639	0.000	15.003	( 0 )
Contig708	102257	0.000	15.003	( 0 )
Contig1084	58651	0.000	15.003	( 0 )
Contig110558	18700	0.000	15.003	( 0 )
Contig48118	5615	0.000	17.504	( 0 )
Contig39952	9337	0.000	17.504	( 0 )
Contig65781	1049	0.000	17.504	( 0 )
Contig38683	43230	0.000	17.504	( 0 )
Contig38683	69810	0.000	17.504	( 0 )
Contig6548	71396	0.000	17.504	( 0 )
Contig39952	12236	0.000	17.504	( 0 )
Contig48118	6021	0.000	17.504	( 0 )
Contig50165	66664	0.000	17.504	( 0 )
Contig39952	9268	0.000	17.504	( 0 )
Contig48118	5193	0.000	17.504	( 0 )
Contig39952	9316	0.000	17.504	( 0 )
Contig39952	70274	0.000	17.504	( 0 )
Contig65781	1043	0.000	17.504	( 0 )
Contig38683	70031	0.000	17.504	( 0 )
Contig39952	9763	0.000	17.504	( 0 )
Contig65781	1048	0.000	17.504	( 0 )
Contig39952	10267	0.000	17.504	( 0 )
Contig39952	9203	0.000	17.504	( 0 )
Contig48118	5775	0.000	17.504	( 0 )
Contig48118	5201	0.000	17.504	( 0 )
Contig48118	5985	0.000	17.504	( 0 )
Contig48118	6100	0.000	17.504	( 0 )
Contig38683	43266	0.000	17.504	( 0 )
Contig6548	71612	0.000	17.504	( 0 )
Contig39952	12347	0.000	17.504	( 0 )
Contig39952	9800	0.000	17.504	( 0 )
Contig6548	71394	0.000	17.504	( 0 )
Contig38683	70039	0.000	17.504	( 0 )
Contig39952	11248	0.000	17.504	( 0 )
Contig38683	69923	0.000	17.504	( 0 )
Contig39952	9451	0.000	17.504	( 0 )
Contig6548	71621	0.000	17.504	( 0 )
Contig6548	71576	0.000	17.504	( 0 )
Contig39952	10301	0.000	17.504	( 0 )
Contig40305	180849	0.000	22.636	( 0 )
Contig40305	180860	0.000	22.636	( 0 )
Contig43701	52245	0.000	27.769	( 0 )
Contig43701	52448	0.000	27.769	( 0 )
Contig43701	52406	0.000	27.769	( 0 )
Contig60652	9024	0.000	27.769	( 0 )
Contig49459	1960	0.000	30.270	( 0 )
Contig575	40950	0.000	30.270	( 0 )
Contig43885	41067	0.000	30.270	( 0 )
Contig43885	40878	0.000	30.270	( 0 )
Contig575	41052	0.000	30.270	( 0 )
Contig39405	83720	0.000	30.270	( 0 )
Contig43885	40830	0.000	30.270	( 0 )
Contig43885	40880	0.000	30.270	( 0 )
Contig575	41133	0.000	30.270	( 0 )
Contig44212	20519	0.000	38.181	( 0 )
Contig44212	20560	0.000	38.181	( 0 )
Contig44212	20586	0.000	38.181	( 0 )
Contig5755	79153	0.000	49.034	( 0 )
Contig73485	24133	0.000	49.034	( 0 )
Contig48335	90066	0.000	49.034	( 0 )
Contig42671	20828	0.000	49.034	( 0 )
Contig73485	24154	0.000	49.034	( 0 )
Contig48335	90207	0.000	49.034	( 0 )
Contig48335	90038	0.000	49.034	( 0 )
Contig70835	62819	0.000	51.535	( 0 )
Contig70835	62800	0.000	51.535	( 0 )
Contig70835	62801	0.000	51.535	( 0 )
Contig42435	42244	0.000	56.667	( 0 )
Contig48803	129649	0.000	85.571	( 0 )
