LG	contig	pos	av	Mpos_majority	Mpos_min	Mpos_max	inf_min	orientation	rndm_orientation
17	Contig11828	1074	20.677	20.677	20.677	20.677	20.675926	unk	pos
13	Contig1183	12913	24.974	24.974	24.974	24.974	24.961087	unk	pos
10	Contig118305	1075	38.1865	38.1865	38.1865	38.1865	38.185425	unk	neg
10	Contig118318	11187	43.995	44.0105	43.995	44.0105	43.999313	neg	neg
2	Contig11839	71357	43.48	43.48	43.48	43.48	43.408643	unk	neg
5	Contig118424	12560	7.714	7.714	7.714	7.714	7.70144	unk	pos
7	Contig118438	12213	0.690499999999999	0.690499999999999	0.690499999999999	0.690499999999999	0.678286999999999	unk	neg
12	Contig118476	6466	40.8545	40.8545	40.8545	40.8545	40.848034	unk	neg
4	Contig1185	170403	34.929	34.929	34.929	34.929	34.758597	unk	pos
17	Contig11854	11537	24.623	24.623	24.623	24.623	24.611463	unk	pos
12	Contig1186	46139	53.8045	53.8045	53.8045	53.8045	53.758361	unk	pos
8	Contig11862	52132	10.1185	10.1185	10.1185	10.1185	10.066368	unk	neg
12	Contig118685	5625	55.2365	55.2365	55.2365	55.2365	55.230875	unk	pos
2	Contig118694	2957	35.027	35.027	35.027	35.027	35.024043	unk	neg
13	Contig1187	55187	32.067	32.067	32.067	32.067	32.011813	unk	neg
9	Contig118724	5923	11.628	11.628	11.628	11.628	11.622077	unk	neg
7	Contig118781	346	37.7405	37.7405	37.7405	37.7405	37.740154	unk	pos
13	Contig118790	2745	0	0	0	0	0	unk	neg
12	Contig118816	3753	34.8625	34.8625	34.8625	34.8625	34.858747	unk	pos
13	Contig118819	11486	5.1805	5.1805	5.1805	5.1805	5.169014	unk	pos
17	Contig118872	22326	42.3425	42.3425	42.3425	42.3425	42.320174	unk	pos
5	Contig118905	22538	50.3275	50.3275	50.3275	50.3275	50.304962	unk	neg
7	Contig118933	3170	13.5305	13.5305	13.5305	13.5305	13.52733	unk	neg
2	Contig119	31895	53.894	53.894	53.894	53.894	53.862105	unk	neg
12	Contig1190	69807	33.904	33.904	33.904	33.904	33.834193	unk	neg
1	Contig119016	2631	42.9605	42.9605	42.9605	42.9605	42.957869	unk	pos
4	Contig119071	165	53.623	53.623	53.623	53.623	53.622835	unk	pos
4	Contig119073	18994	32.744	32.744	32.744	32.744	32.725006	unk	pos
1	Contig119150	34609	48.625	48.625	48.625	48.625	48.590391	unk	neg
13	Contig119176	2103	32.067	32.067	32.067	32.067	32.064897	unk	neg
1	Contig119203	17675	12.85	12.85	12.85	12.85	12.832325	unk	neg
10	Contig119272	3615	33.4435	33.4435	33.4435	33.4435	33.439885	unk	pos
17	Contig119324	1097	24.3355	24.3355	24.3355	24.3355	24.334403	unk	neg
4	Contig119354	1852	54.4895	54.4895	54.4895	54.4895	54.487648	unk	pos
6	Contig1194	21546	38.913	38.913	38.913	38.913	38.891454	unk	neg
10	Contig119402	27607	7.446	7.446	7.446	7.446	7.418393	unk	pos
12	Contig119465	834	46.1125	46.1125	46.1125	46.1125	46.111666	unk	neg
1	Contig119475	11604	35.667	35.667	35.667	35.667	35.655396	unk	neg
9	Contig119485	5489	40.933	40.933	40.933	40.933	40.927511	unk	pos
2	Contig119513	2157	42.355	42.355	42.355	42.355	42.352843	unk	neg
4	Contig119515	25560	6.655	6.655	6.655	6.655	6.62944	unk	pos
9	Contig119545	9842	28.0725	28.0725	28.0725	28.0725	28.062658	unk	pos
5	Contig1196	3434	42.4935	42.4935	42.4935	42.4935	42.490066	unk	pos
7	Contig119665	6115	25.169	25.169	25.169	25.169	25.162885	unk	neg
1	Contig11969	5432	0.965499999999999	0.965499999999999	0.965499999999999	2.0905	0.960067999999999	neg	pos
13	Contig1197	128185	26.4255	26.4255	26.4255	26.4255	26.297315	unk	pos
6	Contig119759	3169	45.959	45.959	45.959	45.959	45.955831	unk	neg
11	Contig119767	4949	52.908	52.908	52.908	52.908	52.903051	unk	neg
10	Contig119778	204	7.154	7.154	7.154	7.154	7.153796	unk	neg
4	Contig119801	8348	54.4895	54.4895	54.4895	54.4895	54.481152	unk	neg
8	Contig119823	4003	51.536	51.536	51.536	51.536	51.531997	unk	pos
2	Contig119865	1084	11.496	11.496	11.496	11.496	11.494916	unk	pos
11	Contig120002	31556	52.908	52.908	52.908	52.908	52.876444	unk	pos
3	Contig120012	17826	25.89	25.89	25.89	25.89	25.872174	unk	neg
12	Contig1201	52893	41.491	41.491	41.491	41.491	41.438107	unk	pos
4	Contig120110	1410	34.929	34.929	34.929	34.929	34.92759	unk	neg
2	Contig120158	38351	17.4725	17.4725	17.4725	17.4725	17.434149	unk	neg
4	Contig120199	2971	25.314	25.314	25.314	25.314	25.311029	unk	neg
1	Contig1202	32494	52.947	52.947	52.947	52.947	52.914506	unk	neg
9	Contig120226	64388	41.8195	41.8195	41.8195	41.8195	41.755112	unk	neg
5	Contig120282	10082	39.859	39.859	39.859	39.859	39.848918	unk	pos
9	Contig120378	3426	28.0725	28.0725	28.0725	28.0725	28.069074	unk	neg
1	Contig120388	1317	15.465	15.465	15.465	15.465	15.463683	unk	neg
8	Contig120411	20608	46.2085	46.2085	46.2085	46.2085	46.187892	unk	pos
9	Contig120412	23568	52.999	52.999	52.999	52.999	52.975432	unk	pos
1	Contig120418	2080	35.667	35.667	35.667	35.667	35.66492	unk	neg
7	Contig120476	2960	37.7405	37.7405	37.7405	37.7405	37.73754	unk	neg
15	Contig12052	15441	34.669	34.669	34.669	34.669	34.653559	unk	neg
8	Contig120541	20515	26.348	26.348	26.348	26.348	26.327485	unk	neg
4	Contig120635	5504	14.1135	14.1135	14.1135	14.1135	14.107996	unk	neg
4	Contig120674	109	14.1135	14.1135	14.1135	14.1135	14.113391	unk	neg
1	Contig120690	12324	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.953175999999999	unk	pos
2	Contig120703	1181	60.093	60.093	60.093	60.093	60.091819	unk	pos
2	Contig120735	16896	1.2045	1.2045	1.2045	1.2045	1.187604	unk	pos
8	Contig120756	36592	37.705	37.705	37.705	37.705	37.668408	unk	pos
3	Contig120767	1245	46.3514794194108	46.3514794194108	46.3514794194108	46.3514794194108	46.3502344194108	unk	neg
10	Contig12080	76	23.6735	23.6735	23.6735	23.6735	23.673424	unk	pos
17	Contig120828	2992	2.593	2.593	2.593	2.593	2.590008	unk	neg
10	Contig120836	31763	17.901	17.901	17.901	17.901	17.869237	unk	neg
16	Contig120848	5647	12.7565	12.7565	12.7565	12.7565	12.750853	unk	neg
5	Contig120931	2659	7.714	7.714	7.714	7.714	7.711341	unk	neg
4	Contig120952	31571	34.929	34.929	34.929	34.929	34.897429	unk	pos
3	Contig120955	8480	21.02	21.02	21.02	21.02	21.01152	unk	pos
15	Contig120972	271	25.772	25.772	25.772	25.772	25.771729	unk	pos
10	Contig121020	8447	17.901	17.901	17.901	17.901	17.892553	unk	pos
2	Contig121033	9450	31.07	31.07	31.07	31.07	31.06055	unk	neg
11	Contig121075	2783	24.462	24.462	24.462	24.462	24.459217	unk	pos
14	Contig121084	23563	11.4125	11.4125	11.4125	11.4125	11.388937	unk	neg
6	Contig12112	435	47.3685	47.3685	47.3685	47.3685	47.368065	unk	neg
1	Contig121135	18201	46.538	46.538	46.538	46.538	46.519799	unk	pos
9	Contig121139	10567	47.4765	47.4765	47.4765	47.4765	47.465933	unk	pos
5	Contig121167	13848	26.52	26.52	26.52	26.52	26.506152	unk	pos
9	Contig12117	45996	49.854	49.854	49.854	49.854	49.808004	unk	neg
15	Contig121182	9293	41.2234822203047	41.2234822203047	41.2234822203047	41.2234822203047	41.2141892203047	unk	neg
7	Contig121198	61199	26.862	26.862	26.862	26.862	26.800801	unk	neg
16	Contig121267	1563	45.1145	45.1145	45.1145	45.1145	45.112937	unk	pos
8	Contig121289	8550	39.691	39.691	39.691	39.691	39.68245	unk	pos
3	Contig121344	898	27.969	27.969	27.969	27.969	27.968102	unk	pos
8	Contig121356	45416	42.9065	42.9065	42.9065	42.9065	42.861084	unk	pos
3	Contig121357	9005	50.0635	50.0635	50.0635	50.0635	50.054495	unk	neg
1	Contig121364	409	42.9605	42.9605	42.9605	42.9605	42.960091	unk	neg
7	Contig121385	22903	37.7405	37.7405	37.7405	37.7405	37.717597	unk	neg
10	Contig121392	53877	41.5745104215308	41.5745104215308	41.5745104215308	41.5745104215308	41.5206334215308	unk	pos
3	Contig121462	25172	21.647	21.647	21.647	21.647	21.621828	unk	neg
8	Contig1215	83453	26.0585	26.0585	26.0585	26.0585	25.975047	unk	pos
6	Contig121530	15462	31.0045	31.0045	31.0045	31.0045	30.989038	unk	neg
12	Contig121582	28588	34.1835	34.1835	34.1835	34.1835	34.154912	unk	neg
15	Contig121687	520	28.9395	28.9395	28.9395	28.9395	28.93898	unk	neg
3	Contig121689	34827	3.3005	3.3005	3.3005	3.3005	3.265673	unk	neg
3	Contig12169	1230	8.635	8.635	8.635	8.635	8.63377	unk	neg
3	Contig121701	7540	37.742	37.742	37.742	37.742	37.73446	unk	pos
3	Contig121710	5012	27.3695	27.3695	27.3695	27.3695	27.364488	unk	neg
11	Contig121732	55573	52.3195	52.3195	52.3195	52.3195	52.263927	unk	pos
8	Contig121736	5549	26.0585	26.0585	26.0585	26.0585	26.052951	unk	pos
5	Contig121812	12311	7.433	7.433	7.433	7.433	7.420689	unk	neg
5	Contig121820	30244	7.714	7.714	7.714	7.714	7.683756	unk	neg
13	Contig12185	25893	34.882	34.882	34.882	34.882	34.856107	unk	pos
10	Contig121879	252	17.901	17.901	17.901	17.901	17.900748	unk	neg
10	Contig1219	29373	5.77908293351611	5.77908293351611	5.77908293351611	5.77908293351611	5.74970993351611	unk	pos
16	Contig121912	23611	47.657	47.657	47.657	47.657	47.633389	unk	neg
8	Contig121965	3773	19.7875	19.7875	19.7875	19.7875	19.783727	unk	neg
12	Contig121969	231	53.8045	53.8045	53.8045	53.8045	53.804269	unk	neg
1	Contig122016	3288	12.85	12.85	12.85	12.85	12.846712	unk	pos
2	Contig122021	7287	36.868	36.868	36.868	36.868	36.860713	unk	pos
8	Contig12209	17029	46.2085	46.2085	46.2085	46.2085	46.191471	unk	pos
7	Contig122091	5128	29.165	29.165	29.165	29.165	29.159872	unk	neg
1	Contig122096	1641	37.6385	37.6385	37.6385	37.6385	37.636859	unk	neg
10	Contig1221	8869	41.899	41.899	41.899	41.899	41.890131	unk	pos
5	Contig122105	16371	29.946	29.946	29.946	29.946	29.929629	unk	pos
1	Contig12214	14541	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.950958999999999	unk	pos
1	Contig122150	359	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.965140999999999	unk	neg
3	Contig122156	1331	7.7255	7.7255	7.7255	7.7255	7.724169	unk	pos
11	Contig122247	22725	16.1152545749459	16.1152545749459	16.1152545749459	16.1152545749459	16.0925295749459	unk	neg
3	Contig122267	5413	25.89	25.89	25.89	25.89	25.884587	unk	pos
2	Contig122276	6109	0.6405	0.6405	0.6405	0.6405	0.634391	unk	pos
7	Contig12229	17808	35.446	35.446	35.446	35.446	35.428192	unk	neg
1	Contig122307	1626	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.963873999999999	unk	neg
3	Contig12231	4127	29.734	29.734	29.734	29.734	29.729873	unk	neg
7	Contig122360	3382	44.868	44.868	44.868	44.868	44.864618	unk	neg
16	Contig122424	1517	44.2675	44.2675	44.2675	44.2675	44.265983	unk	neg
5	Contig12243	11156	0.294	0.294	0.294	0.294	0.282844	unk	neg
10	Contig122435	5757	7.154	7.154	7.154	7.154	7.148243	unk	pos
5	Contig122453	26890	21.644	21.644	21.644	21.644	21.61711	unk	pos
7	Contig122526	14711	17.4975	17.4975	17.4975	17.4975	17.482789	unk	neg
10	Contig122569	4068	32.786	32.786	32.786	32.786	32.781932	unk	pos
17	Contig122582	27453	55.2135295908643	55.2135295908643	55.2135295908643	55.2135295908643	55.1860765908643	unk	neg
12	Contig122609	1644	44.957	44.957	44.957	44.957	44.955356	unk	pos
10	Contig12269	3715	3.12	3.12	3.12	3.12	3.116285	unk	pos
2	Contig122698	810	42.074	42.074	42.074	42.074	42.07319	unk	pos
3	Contig122702	6951	24.399	24.399	24.399	24.399	24.392049	unk	neg
6	Contig122729	202	50.7515	50.7515	50.7515	50.7515	50.751298	unk	pos
16	Contig122753	8238	42.834	42.834	42.834	42.834	42.825762	unk	neg
4	Contig122768	5674	12.657	12.657	12.657	12.657	12.651326	unk	neg
13	Contig122791	640	20.9445	20.9445	20.9445	20.9445	20.94386	unk	neg
10	Contig122801	13708	4.5355	4.5355	4.5355	4.5355	4.521792	unk	neg
8	Contig122833	11627	39.691	39.691	39.691	39.691	39.679373	unk	pos
14	Contig122838	21305	11.4125	11.4125	11.4125	11.4125	11.391195	unk	neg
7	Contig122905	2020	17.4975	17.4975	17.4975	17.4975	17.49548	unk	neg
17	Contig123	88496	24.623	24.623	24.623	24.623	24.534504	unk	neg
15	Contig123066	3655	6.157	6.157	6.157	6.157	6.153345	unk	neg
13	Contig123068	24702	0	0	0	0	0	unk	neg
13	Contig123111	16737	30.6585	30.6585	30.6585	30.6585	30.641763	unk	neg
2	Contig123121	1898	19.766	19.766	19.766	19.766	19.764102	unk	neg
11	Contig12313	1117	7.7275	7.7275	7.7275	7.7275	7.726383	unk	neg
6	Contig12315	191	41.166	41.166	41.166	41.166	41.165809	unk	neg
4	Contig12316	2582	1.5085	1.5085	1.5085	1.5085	1.505918	unk	pos
5	Contig123171	8002	7.714	7.714	7.714	7.714	7.705998	unk	pos
8	Contig123211	92490	22.8935	22.8935	22.8935	22.8935	22.80101	unk	pos
7	Contig123233	20174	37.7405	37.7405	37.7405	37.7405	37.720326	unk	neg
2	Contig123257	29624	63.176	63.176	63.176	63.176	63.146376	unk	pos
3	Contig12327	2637	58.6295	58.6295	58.6295	58.6295	58.626863	unk	pos
6	Contig12329	5488	44.2655	44.2655	44.2655	44.2655	44.260012	unk	pos
3	Contig123296	4328	24.399	24.399	24.399	24.399	24.394672	unk	neg
6	Contig1233	119420	34.682	34.682	34.682	34.682	34.56258	unk	pos
6	Contig123302	21871	55.2685	55.2685	55.2685	55.2685	55.246629	unk	pos
15	Contig123346	1250	40.6195	40.6195	40.6195	40.6195	40.61825	unk	neg
8	Contig123401	115	21.389	21.389	21.389	21.389	21.388885	unk	neg
12	Contig123410	23374	5.8825	5.8825	5.8825	5.8825	5.859126	unk	neg
4	Contig123437	12823	6.655	6.655	6.655	6.655	6.642177	unk	neg
15	Contig12346	24825	1.9025	1.9025	1.9025	1.9025	1.877675	unk	pos
13	Contig1235	8856	36.103	36.103	36.103	36.103	36.094144	unk	pos
11	Contig12352	5237	52.908	52.908	52.908	52.908	52.902763	unk	pos
11	Contig123521	11827	52.908	52.908	52.908	52.908	52.896173	unk	neg
9	Contig123577	156	52.999	52.999	52.999	52.999	52.998844	unk	pos
17	Contig123581	90	18.067	18.067	18.067	18.067	18.06691	unk	neg
9	Contig123582	3914	19.3188363533409	19.3188363533409	19.3188363533409	19.3188363533409	19.3149223533409	unk	neg
10	Contig1238	100352	2.839	2.839	2.839	2.839	2.738648	unk	pos
12	Contig12383	22032	8.307	8.307	8.307	8.307	8.284968	unk	pos
12	Contig1239	83273	14.0725	14.0725	14.0725	14.0725	13.989227	unk	neg
14	Contig123907	11105	10.2385	10.2385	10.2385	10.2385	10.227395	unk	pos
6	Contig123909	2149	50.1875	50.1875	50.1875	50.1875	50.185351	unk	neg
14	Contig123944	1382	8.524	8.524	8.524	8.524	8.522618	unk	neg
14	Contig123997	9918	10.2385	10.2385	10.2385	10.2385	10.228582	unk	neg
3	Contig124033	8469	37.172	37.172	37.172	37.172	37.163531	unk	pos
5	Contig124047	331	7.433	7.433	7.433	7.433	7.432669	unk	pos
1	Contig12406	6895	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.958604999999999	unk	pos
1	Contig1241	129996	73.803	73.803	73.803	73.803	73.673004	unk	neg
10	Contig124183	2195	40.9955	40.9955	40.9955	40.9955	40.993305	unk	pos
2	Contig124223	21587	47.42	47.42	47.42	46.856	47.398413	pos	neg
1	Contig124290	991	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.964508999999999	unk	neg
9	Contig1243	9458	41.8195	41.8195	41.8195	41.8195	41.810042	unk	pos
11	Contig124310	526	52.908	52.908	52.908	52.908	52.907474	unk	neg
9	Contig124333	3068	32.454	32.454	32.454	32.454	32.450932	unk	neg
8	Contig124397	15979	46.2085	46.2085	46.2085	46.2085	46.192521	unk	neg
2	Contig124468	7195	37.1965	37.1965	37.1965	37.1965	37.189305	unk	neg
6	Contig124503	23912	19.7595	19.7595	19.7595	19.7595	19.735588	unk	neg
5	Contig12454	5060	50.619	50.619	50.619	50.619	50.61394	unk	neg
7	Contig124540	11924	51.372	51.372	51.372	51.372	51.360076	unk	pos
4	Contig12456	25021	29.418	29.418	29.418	29.418	29.392979	unk	pos
14	Contig1246	45687	24.9455	24.9455	24.9455	24.9455	24.899813	unk	neg
11	Contig12462	14591	52.908	52.908	52.908	52.908	52.893409	unk	neg
8	Contig124623	5520	35.4435	35.4435	35.4435	35.4435	35.43798	unk	pos
4	Contig124645	7132	14.9865	14.9865	14.9865	14.9865	14.979368	unk	neg
9	Contig12469	36316	47.4765	47.4765	47.4765	47.4765	47.440184	unk	pos
7	Contig124790	5697	17.213	17.213	17.213	17.213	17.207303	unk	pos
6	Contig124806	7129	47.3685	47.3685	47.3685	47.3685	47.361371	unk	neg
4	Contig124858	17126	1.5085	1.5085	1.5085	1.5085	1.491374	unk	neg
1	Contig124878	7358	61.236	61.236	61.236	61.236	61.228642	unk	pos
2	Contig124889	24560	60.093	60.093	60.093	60.093	60.06844	unk	pos
7	Contig124894	16320	17.4975	17.4975	17.4975	17.4975	17.48118	unk	pos
1	Contig124916	10989	51.1485	51.1485	51.1485	51.1485	51.137511	unk	pos
3	Contig125016	3593	66.602	66.602	66.602	66.602	66.598407	unk	pos
9	Contig125020	16530	18.6395	18.6395	18.6395	18.6395	18.62297	unk	pos
2	Contig125023	15938	62.6165	62.6165	62.6165	62.6165	62.600562	unk	pos
1	Contig12508	23963	31.3955	31.3955	31.3955	31.3955	31.371537	unk	pos
17	Contig125095	22737	17.756	17.756	17.756	17.756	17.733263	unk	neg
8	Contig12517	6785	22.103	22.103	22.103	22.103	22.096215	unk	neg
6	Contig125204	19034	55.892	55.892	55.892	55.892	55.872966	unk	pos
6	Contig125222	21283	31.0045	31.0045	31.0045	31.0045	30.983217	unk	pos
17	Contig125231	244	48.443	48.443	48.443	48.443	48.442756	unk	neg
1	Contig12529	6579	42.9605	42.9605	42.9605	42.9605	42.953921	unk	pos
5	Contig125308	7248	50.3275	50.3275	50.3275	50.3275	50.320252	unk	neg
10	Contig125340	7074	7.446	7.446	7.446	7.446	7.438926	unk	neg
14	Contig125413	432	11.709	11.709	11.709	11.709	11.708568	unk	pos
17	Contig12547	6786	1.4505	1.4505	1.4505	1.4505	1.443714	unk	pos
13	Contig125525	8554	30.6585	30.6585	30.6585	30.6585	30.649946	unk	neg
6	Contig125541	10982	46.5235	46.5235	46.5235	46.5235	46.512518	unk	pos
1	Contig12556	215	75.534	75.534	75.534	75.534	75.533785	unk	pos
11	Contig125609	4712	35.2287891717135	35.2287891717135	35.2287891717135	35.2287891717135	35.2240771717135	unk	neg
8	Contig125611	3591	6.488	6.488	6.488	6.488	6.484409	unk	pos
12	Contig1257	22360	1.276	1.276	1.276	1.276	1.25364	unk	pos
4	Contig125793	5994	1.5085	1.5085	1.5085	1.5085	1.502506	unk	pos
17	Contig125827	3252	31.4462037024375	31.4462037024375	31.4462037024375	31.4462037024375	31.4429517024375	unk	pos
10	Contig12585	20672	19.0575	19.0575	19.0575	19.0575	19.036828	unk	pos
13	Contig12588	27427	39.676	39.676	39.676	39.676	39.648573	unk	neg
11	Contig125928	3441	32.8295	32.8295	32.8295	32.8295	32.826059	unk	neg
3	Contig125929	9895	24.399	24.399	24.399	24.399	24.389105	unk	neg
2	Contig12595	1936	45.449	45.449	45.449	45.449	45.447064	unk	pos
2	Contig125969	1279	54.455	54.455	54.455	54.455	54.453721	unk	pos
17	Contig125972	11434	1.4505	1.4505	1.4505	1.4505	1.439066	unk	pos
3	Contig12602	9210	32.5745	32.5745	32.5745	32.2195	32.56529	pos	neg
9	Contig126051	29516	48.382	48.382	48.382	48.382	48.352484	unk	pos
15	Contig126077	15049	8.74	8.74	8.74	8.74	8.724951	unk	neg
4	Contig126191	18653	30.2985	30.2985	30.2985	30.2985	30.279847	unk	neg
1	Contig126212	3669	75.534	75.534	75.534	75.534	75.530331	unk	neg
9	Contig126281	316	41.8195	41.8195	41.8195	41.8195	41.819184	unk	pos
10	Contig126285	4510	0.8665	0.8665	0.8665	0.8665	0.86199	unk	pos
2	Contig12632	12019	26.801	26.801	26.801	26.801	26.788981	unk	neg
10	Contig12642	21746	26.8905	26.8905	26.8905	26.8905	26.868754	unk	neg
9	Contig126555	31126	30.619	30.619	30.619	30.619	30.587874	unk	pos
11	Contig12657	18707	52.908	52.908	52.908	52.908	52.889293	unk	pos
1	Contig12658	198	29.663	29.663	29.663	29.663	29.662802	unk	pos
11	Contig1266	12460	14.3545	14.3545	14.3545	14.3545	14.34204	unk	pos
12	Contig126660	7730	52.961	52.961	52.961	52.961	52.95327	unk	neg
8	Contig126685	1769	29.5045	29.5045	29.5045	29.5045	29.502731	unk	pos
3	Contig126777	54286	33.145	33.145	33.145	33.145	33.090714	unk	pos
1	Contig126861	3468	3.2645	3.2645	3.2645	3.2645	3.261032	unk	pos
1	Contig126882	24790	21.8705	21.8705	21.8705	21.8705	21.84571	unk	neg
16	Contig12690	28663	12.7565	12.7565	12.7565	12.7565	12.727837	unk	neg
1	Contig126906	2638	37.6385	37.6385	37.6385	37.6385	37.635862	unk	pos
10	Contig12691	1099	1.5235	1.5235	1.5235	1.5235	1.522401	unk	pos
5	Contig126947	2874	51.5745	51.5745	51.5745	51.5745	51.571626	unk	pos
1	Contig12701	1046	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.964453999999999	unk	neg
17	Contig127204	8796	2.593	2.593	2.593	2.593	2.584204	unk	pos
3	Contig12723	8685	0.897	0.897	0.897	0.897	0.888315	unk	neg
17	Contig12729	16592	0	0	0	0	0	unk	pos
1	Contig12737	1577	75.534	75.534	75.534	75.534	75.532423	unk	neg
11	Contig1274	42020	39.6535	39.6535	39.6535	39.6535	39.61148	unk	neg
14	Contig127447	9232	10.2385	10.2385	10.2385	10.2385	10.229268	unk	neg
5	Contig1275	48393	30.2255	30.2255	30.2255	30.2255	30.177107	unk	pos
11	Contig12752	3540	52.908	52.908	52.908	52.908	52.90446	unk	neg
11	Contig127543	935	57.208	57.208	57.208	57.208	57.207065	unk	neg
8	Contig12755	7731	13.6225	13.6225	13.6225	13.6225	13.614769	unk	pos
17	Contig127557	22457	45.8605	45.8605	45.8605	45.8605	45.838043	unk	neg
4	Contig127646	1134	41.514	41.514	41.514	41.514	41.512866	unk	pos
10	Contig127653	7862	3.12	3.12	3.12	3.12	3.112138	unk	neg
9	Contig127662	14112	6.3785	6.3785	6.3785	6.3785	6.364388	unk	pos
7	Contig12769	806	7.0735	7.0735	7.0735	7.0735	7.072694	unk	neg
13	Contig127694	4372	39.1105	39.1105	39.1105	39.1105	39.106128	unk	pos
17	Contig1277	20344	16.5835	16.5835	16.5835	16.5835	16.563156	unk	pos
7	Contig127720	1594	40.339	40.339	40.339	40.339	40.337406	unk	neg
1	Contig127776	8844	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.956655999999999	unk	neg
10	Contig1278	31708	0.8665	0.8665	0.8665	0.8665	0.834792	unk	neg
12	Contig127805	30142	54.0855	54.0855	54.0855	54.0855	54.055358	unk	neg
1	Contig127868	16825	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.948674999999999	unk	neg
16	Contig12793	315	55.8855	55.8855	55.8855	55.8855	55.885185	unk	neg
1	Contig127999	146	80.9515	80.9515	80.9515	80.9515	80.951354	unk	pos
4	Contig128	91419	36.5505	36.5505	36.5505	36.5505	36.459081	unk	neg
12	Contig1280	70148	37.397	37.397	37.397	37.397	37.326852	unk	pos
13	Contig128017	17826	23.791	23.791	23.791	23.791	23.773174	unk	neg
8	Contig128044	255	51.536	51.536	51.536	51.536	51.535745	unk	neg
15	Contig128058	1799	41.2225204704921	41.2225204704921	41.2225204704921	41.2225204704921	41.2207214704921	unk	neg
5	Contig128115	655	42.4935	42.4935	42.4935	42.4935	42.492845	unk	neg
4	Contig128119	6250	14.9865	14.9865	14.9865	14.9865	14.98025	unk	pos
4	Contig128127	39271	36.5505	36.5505	36.5505	36.5505	36.511229	unk	neg
12	Contig128135	7315	46.1125	46.1125	46.1125	46.1125	46.105185	unk	neg
14	Contig12818	10459	10.2385	10.2385	10.2385	10.2385	10.228041	unk	pos
13	Contig12821	3951	13.6105	13.6105	13.6105	13.6105	13.606549	unk	pos
6	Contig128252	91	55.892	55.892	55.892	55.892	55.891909	unk	pos
16	Contig12832	22702	13.055	13.055	13.055	13.055	13.032298	unk	pos
14	Contig1284	9248	24.035	24.035	24.035	24.035	24.025752	unk	pos
15	Contig12840	21750	40.8995	40.8995	40.8995	40.8995	40.87775	unk	neg
12	Contig128427	1581	0	0	0	0	0	unk	pos
6	Contig128430	28543	46.5235	46.5235	46.5235	46.5235	46.494957	unk	neg
7	Contig128486	326	36.0115	36.0115	36.0115	36.0115	36.011174	unk	pos
9	Contig128544	11219	37.3825	37.3825	37.3825	37.3825	37.371281	unk	neg
15	Contig128554	98	25.4845	25.4845	25.4845	25.4845	25.484402	unk	neg
2	Contig128609	8909	26.801	26.801	26.801	26.801	26.792091	unk	neg
8	Contig12861	365	46.2085	46.2085	46.2085	46.2085	46.208135	unk	neg
7	Contig128610	4779	27.432	27.432	27.432	27.432	27.427221	unk	pos
5	Contig128616	48010	2.878	2.878	2.878	2.878	2.82999	unk	neg
4	Contig128663	13843	1.5085	1.5085	1.5085	1.5085	1.494657	unk	neg
8	Contig128674	19927	39.691	39.691	39.691	39.691	39.671073	unk	pos
4	Contig12868	910	1.5085	1.5085	1.5085	1.5085	1.50759	unk	pos
2	Contig128696	27197	26.801	26.801	26.801	26.801	26.773803	unk	pos
1	Contig128777	7862	0.965499999999999	0.965499999999999	0.965499999999999	0.965499999999999	0.957637999999999	unk	neg
13	Contig128778	1264	23.791	23.791	23.791	23.791	23.789736	unk	pos
5	Contig128844	507	42.4935	42.4935	42.4935	42.4935	42.492993	unk	pos
4	Contig12897	4804	1.5085	1.5085	1.5085	1.5085	1.503696	unk	neg
15	Contig128998	5726	22.49	22.49	22.49	22.49	22.484274	unk	neg
10	Contig129	12606	0.29	0.29	0.29	0.29	0.277394	unk	neg
10	Contig129027	1420	40.9955	40.9955	40.9955	40.9955	40.99408	unk	neg
10	Contig12910	757	32.786	32.786	32.786	32.786	32.785243	unk	pos
8	Contig129133	1167	39.691	39.691	39.691	39.691	39.689833	unk	neg
3	Contig129169	2200	12.673	12.673	12.673	12.673	12.6708	unk	pos
1	Contig129196	1434	80.9515	80.9515	80.9515	80.9515	80.950066	unk	neg
4	Contig129203	3055	1.5085	1.5085	1.5085	1.5085	1.505445	unk	pos
13	Contig129223	23672	0	0	0	0	0	unk	pos
11	Contig1293	23093	52.908	52.908	52.908	52.908	52.884907	unk	neg
5	Contig129406	2250	9.7	9.7	9.7	9.7	9.69775	unk	pos
7	Contig129425	1972	47.322720289633	47.322720289633	47.322720289633	47.322720289633	47.320748289633	unk	pos
12	Contig129429	20652	53.8045	53.8045	53.8045	53.8045	53.783848	unk	pos
